itemid,act,ItemKnn,UserKNN,SVD,SVD++,Random
89,5,3.473013438241661,4.293147075306753,3.737851950935114,3.977195400611935,5.0
257,5,3.3999796983092856,3.997410365704849,3.7091285306482655,3.969198500507635,5.0
154,3,3.3445571249385466,3.988924248816598,3.658980339909655,3.925294299206972,4.88542554824935
211,4,3.3206407429920404,3.982773028954853,3.63387999529031,3.8751600996548414,4.830963728268258
227,4,3.221027250098373,3.8586281383912095,3.620992041785221,3.7542652029291466,4.815579926964338
24,4,3.165742413073191,3.847811097981537,3.610476931653022,3.639102153425135,4.759283357666781
399,3,3.122009419318506,3.82979032704508,3.471029829935987,3.5910104829959644,4.70219299219502
430,5,3.094569665899904,3.822195779676863,3.4496282046396733,3.5762780898571176,4.656707157079148
208,4,3.092716947437183,3.7354596252507033,3.3560249677861944,3.287508011720165,4.402378086137864
392,2,3.073464485619424,3.708709672658924,3.264035316004497,3.2792028791791337,4.363390558194316
239,4,3.0671504284703945,3.667601135029145,3.239306372756273,3.1484969948312647,4.2898619994458365
214,3,3.056897058524813,3.662515304922958,3.221519831888345,3.0689945170165203,4.281040947767993
79,3,3.047103683549127,3.568811018636958,3.178071795543729,3.0559753091527053,4.220176555038273
222,4,3.0459173633722223,3.565343574749246,3.097179584913284,3.034147599773302,4.161675913777431
386,2,3.0379670205996714,3.549151004549402,3.052110371234211,3.016472929656317,3.7990426404498616
230,3,3.0182340720562384,3.5407618609980007,3.0285501298938127,3.003892853999797,3.6742975908995055
95,4,2.99884015828746,3.489346759460203,2.9385140172407747,2.9888692520088846,3.5465234948210784
226,3,2.870069981524574,3.4888840850977827,2.9160733506975527,2.796968636553944,3.534384070552109
410,1,2.86817779349506,3.477095546050004,2.899684750338188,2.7802027864171457,3.1951550505916257
451,1,2.8239538808321325,3.432811873385775,2.8312361888074906,2.7727887748183013,3.137884938027668
145,1,2.7621629358981163,3.349906384275651,2.823569257600103,2.76205416072424,2.761572394310814
414,3,2.7219648698961127,3.297667924831894,2.814370378800397,2.7555671250108134,2.650607004366316
444,2,2.7157185743375134,3.2818673925626447,2.789951267053303,2.737454243445004,2.590645519037344
389,1,2.675808311293027,3.227401211931004,2.623021747651575,2.7344067578044857,2.4930331403726163
364,1,2.6700998694557803,3.02077894269174,2.609145082381367,2.720072709840107,2.430257193151019
434,5,2.591562088442547,2.964219976530827,2.517844191885924,2.70359211424568,2.2575515253307525
162,1,2.568583681363814,2.95485336104477,2.5045345268107253,2.669826673236132,2.1933949544678617
390,5,2.523702544820962,2.945552422589772,2.3998331825986696,2.613781031277171,2.1212285556087918
143,3,2.465783156611848,2.753512794124924,2.3608463992607365,2.4330161148591265,2.038254432724579
383,3,2.415798727633696,2.729839696968683,2.3409990121363937,2.3547359106239525,1.9378915227784008
426,3,2.4140730644557493,2.721329550992801,2.274157643826564,2.3205386912626422,1.912316440250492
394,2,2.2727868924550902,2.62748668018549,2.1559849728259466,2.1967682307399903,1.8029275942323733
366,3,2.197654273888236,2.1549863287012863,1.9926006610481524,1.7096415038120638,1.6990411038729971
370,1,2.167387129065413,2.0764239879766966,1.7168988543227213,1.44580473681784,1.2157718308407186
243,1,2.1179801116200183,1.8772528175556416,1.5745345859462452,1.4058583788599373,1.0
